10
6 8
32 182 822463258
386 492 483166624
168 497 733561599
433 380 650373308
137 452 885008919
374 64 786613340
252 331 912868907
420 437 256838488
88 28 257533669
417 108 643373694
227 429 850382612
141 35 911477098
84 10 187246982
1 278 49405096
99 198 251257563
468 278 767510014
5 419 799190816
410 76 375777439
270 222 424633500
423 54 284145221
119 18 988427652
219 236 436528526
474 239 960126971
103 421 124457180
207 52 431958674
457 230 151968174
377 50 366067356
447 279 989989692
376 389 117104985
133 363 772945456
425 128 758650348
310 28 944589012
38 288 911777035
78 261 86728787
388 231 579277621
110 439 325958355
310 10 603586466
152 289 419357448
78 327 773780180
289 350 699491159
448 421 709009748
349 192 701710835
64 222 324608353
184 486 788587653
472 475 931835413
406 137 511291984
19 291 660232827
316 270 489341847
225 107 439288720
233 118 20505817
124 381 500029463
113 270 524106065
375 223 118264152
195 116 163542004
65 84 285600920
480 274 73738756
337 138 639431943
160 374 66933455
278 214 83886273
134 122 831733509
120 268 449833588
271 221 570030301
184 9 65603126
434 416 443756302
16 366 50003935
75 350 488508516
213 399 444083693
370 277 953168367
275 174 514632222
168 333 859413149
29 64 321922916
99 232 545227776
77 421 733266694
497 203 575327718
79 276 449537632
1 415 205210393
236 375 897059613
343 488 90610424
415 297 41286229
221 19 993899162
128 452 10410772
75 134 436814840
218 16 161879691
205 45 84751367
32 114 149649278
49 496 819022646
500 134 459686301
43 403 116063037
480 326 771562725
467 331 694824369
397 84 955768273
264 101 434756436
25 117 201407142
297 152 824929362
243 12 380266206
42 374 265121852
154 19 342372370
78 178 721800162
457 136 616121951
10 168 613444790
125 207 356308668
70 455 175530462
67 232 912261120
366 415 417378425
253 69 221392192
129 209 837655058
414 258 833454313
240 57 69500231
151 240 455209697
255 420 26501568
37 396 647101663
318 359 404576481
452 495 110353925
32 151 660226379
41 431 435611949
496 33 701710835
473 47 498560585
483 142 212788979
237 412 7660065
144 359 744148192
445 414 199262018
498 101 633681398
189 124 387337010
379 391 673753547
365 16 124783717
470 356 594000878
488 398 750710366
456 149 869801350
300 361 693426849
454 493 969731152
298 29 469648018
166 47 129411581
162 479 565815433
165 226 447793351
149 20 60919255
464 337 928165120
44 431 353284202
283 161 303451455
492 212 700710960
461 393 660232172
157 197 591608352
361 251 675874847
375 303 912322883
461 157 128353199
271 8 500689812
63 195 660213970
82 369 206250210
495 75 656949306
397 294 408197758
442 62 888531184
391 384 286269075
234 127 25295587
139 14 75565461
160 69 289419956
345 418 810153475
295 374 250693525
73 52 770572395
85 240 688393848
303 107 882345844
449 172 183275605
401 44 665880265
130 133 571455168
74 452 673278467
262 252 660227159
197 220 295127580
359 301 105355315
69 142 901201349
324 360 621924981
243 223 367012670
251 458 199177318
399 275 607371854
333 425 202453417
493 262 506610335
93 286 684649235
438 402 753976826
31 161 251943531
442 234 497019649
452 233 747402360
298 253 247591892
275 260 660211721
26 204 592071744
355 49 441363750
237 303 54937429
389 300 712850547
421 138 755960828
20 23 275828046
60 381 627873484
6 187 322557158
341 496 971798212
322 491 612534574
491 385 286348964
11 463 746363166
320 475 589222885
255 174 188078780
156 213 821533585
159 100 559244474
220 151 717072125
334 97 229546233
313 85 136465898
212 454 12059155
146 297 174905056
378 53 294535334
392 468 724174129
150 444 548205604
148 400 184254326
45 54 362741212
495 218 578691734
107 279 441213286
190 352 353901915
327 27 766540031
459 462 216802339
60 151 844035957
60 418 647172016
140 275 439288720
393 398 982392332
27 5 155106161
152 166 956253287
477 107 22734894
334 154 611357276
379 100 311545474
321 308 595151959
60 119 197101635
296 127 107148844
468 493 496452258
365 456 701645217
420 352 756035118
487 432 922482828
285 483 296010431
260 414 984757823
428 227 595857122
2 84 818084090
228 120 168924547
287 464 621470169
294 477 366467672
441 384 20361186
137 141 471288999
57 465 355778502
450 5 33577263
228 308 296171240
16 276 495408973
195 185 682953802
65 399 664706558
295 463 530960663
256 349 753573822
320 90 902897150
169 420 256753625
45 43 257727131
310 262 945589798
153 389 525589341
481 111 142631189
389 202 104813739
181 224 867382677
27 118 589438566
46 292 667217996
487 183 1902133
175 490 598056777
168 227 51377272
18 472 731216276
248 381 304353662
1 233 146251938
160 165 754090438
355 270 660219141
448 227 600888239
185 331 495248830
256 25 950548011
208 183 902216216
390 39 652250590
383 22 999779134
40 487 307073909
477 401 326450104
11 240 950035751
94 493 287206746
18 148 970819542
85 376 164727815
401 124 153806266
85 232 136617074
395 120 915758630
82 80 640301976
229 283 878500175
46 154 939711541
332 405 932960711
401 37 35453112
92 63 302922010
130 321 375096722
212 228 293177282
124 215 239446701
85 130 559669167
74 444 735941036
390 96 541397379
167 180 639693907
462 489 495281508
220 288 144656043
418 333 239517224
162 63 203233791
368 87 171606102
413 49 660213507
12 473 739789784
481 186 631400238
297 343 439454486
290 152 42914900
156 261 712451696
60 37 594691952
186 60 872557037
165 239 123969345
187 233 642346400
124 322 890666822
131 409 660213350
310 88 668721214
16 244 969886840
366 251 124507757
415 428 149599210
438 120 314316501
331 341 505880353
6 412 167412608
428 255 300261313
339 369 840954915
410 131 740452910
72 23 569981525
450 12 22565440
399 72 696146307
7 271 380916225
156 234 610900396
195 188 257329158
411 257 72373556
429 191 482086364
355 477 476984725
40 42 492951377
330 184 903019383
379 265 44800098
274 276 468965151
54 361 143488292
152 134 935995038
177 398 253263732
499 173 318949075
193 316 39351347
122 46 118335845
377 81 838392295
144 198 90479776
227 392 907192909
305 494 595998972
2 162 3644556
12 400 870198391
261 222 514008578
489 485 870853260
183 42 747280660
461 127 317460821
257 268 215903579
248 152 846623118
156 457 210772449
446 498 952006473
144 313 334957430
370 365 361123856
488 144 366067356
490 237 474076940
368 451 146968660
101 40 725548460
355 247 660230280
346 225 607406742
77 19 482746676
15 238 996721657
377 139 845765853
155 175 759388280
184 322 896766249
13 310 975924605
262 111 298639223
84 212 68332834
47 478 660217388
337 482 126641001
246 406 129736719
2 479 660211522
434 108 49872343
147 359 250911215
487 473 829421711
75 433 869086033
37 77 917346888
178 305 573585590
96 31 768583989
244 77 457661226
311 241 809127082
165 44 908196062
362 8 591331360
459 433 927601890
271 483 389098825
175 245 101727231
130 265 89424962
321 39 465624593
214 20 197132375
185 82 227175895
239 391 965121005
64 119 24550661
26 137 660212821
117 332 931106360
390 56 974510739
276 322 660229871
319 34 449654074
232 291 627949327
20 230 648111140
229 64 165196359
347 335 560695957
381 404 822420270
407 240 77839827
211 332 175961124
70 34 397442778
489 207 310472576
220 161 612375128
445 157 214000487
190 33 97205639
450 93 427013764
337 307 649250169
444 59 768666237
102 302 841883598
154 69 494647920
417 456 383233875
258 120 532929670
355 330 681074161
478 384 294108616
226 68 647448195
11 58 897275385
357 248 619531804
336 377 280884461
484 457 330302284
464 364 46892272
200 65 320332412
60 25 563682258
384 398 262870744
171 489 141054989
373 210 39811180
264 277 140530497
53 218 86321594
87 376 597090087
426 470 271007354
87 105 329689228
396 279 952660026
445 87 633076419
33 99 68965165
54 61 547220591
123 311 419513002
42 328 384190281
413 481 494729358
149 27 726656002
22 294 187524488
119 249 459501828
184 308 418778973
64 329 704827216
390 402 372569560
472 139 188790712
197 339 62919743
82 330 265354290
313 349 907312143
417 377 179079499
387 236 543630202
344 91 675592684
145 299 999509349
84 115 295093620
301 6 279475958
452 187 961157949
159 210 660216411
96 286 301318740
421 471 338615104
432 469 77391058
104 321 815516736
426 121 286482094
477 354 814675252
367 405 659862531
434 15 843805940
222 105 378913686
132 83 360112611
136 222 132956482
145 476 56091703
407 83 952267315
139 323 685604086
461 142 925130626
228 7 185871272
357 303 19380757
397 237 502939331
179 252 660233146
224 57 263861476
433 267 799625284
91 60 294916230
300 25 113929291
277 353 942051668
355 423 623099900
414 9 150719439
140 209 80888363
419 78 689905097
487 316 371685506
441 13 966240921
370 152 68799172
202 152 447097981
437 72 647623853
294 24 841440215
99 369 397959238
250 42 717236860
197 4 329389207
104 223 384539565
395 326 791625971
212 90 483675133
73 122 618145408
411 273 198298966
360 490 83652090
130 396 144991814
65 207 219815671
265 210 361395678
16 224 581789556
134 44 447068187
178 89 146968660
269 456 109156796
238 32 935472054
8 413 32087220
246 239 936067311
336 198 21108799
465 320 979447550
283 425 395980144
209 377 350049686
64 450 378843427
350 464 717267345
486 367 425058287
360 215 252703191
220 354 952227306
76 387 424416101
356 275 10142902
316 163 217848322
92 4 589953350
417 283 101333123
214 165 225513462
329 375 386953086
454 462 685476233
339 475 787608052
113 240 607126478
126 123 401175362
125 73 141121752
267 363 200520792
412 451 644803067
323 70 562171258
384 134 54036646
69 483 390853764
100 390 483359516
231 500 440093211
284 309 156634967
371 391 504881884
284 234 695559907
311 384 129382582
438 106 263081230
350 345 623347447
492 195 581823445
305 312 821670154
145 484 457037865
101 466 568671063
175 118 983352222
245 93 451965841
24 376 218386534
484 13 136323996
237 37 500157727
389 469 214797854
403 203 24504808
153 409 776786160
88 146 536838528
303 292 704481788
398 10 171174749
499 126 326486474
20 323 673509537
227 310 87199673
70 131 289215174
384 159 81502366
387 123 194568644
248 66 642455273
136 400 642577682
70 80 336650060
468 408 678832074
272 391 825764408
277 48 784669753
487 442 292907367
268 239 664907953
359 453 97666577
433 342 752316857
219 62 186216853
307 294 532929670
9 100 674098427
227 257 116036474
437 287 373991738
426 486 455792125
467 110 873543641
66 376 351289874
150 96 749534147
248 447 888567186
24 299 273216590
234 55 165471363
34 210 649865424
102 58 830985222
459 215 234413146
39 297 444685920
315 209 643531179
77 192 869995667
365 39 782408773
434 220 133295369
334 255 415763500
322 26 440297625
216 94 912952428
82 370 24971742
258 151 369484385
450 234 219688989
33 312 682229474
305 304 772281931
156 50 660236141
489 439 842030747
313 350 528740477
480 29 506548036
117 497 371885085
443 353 224970736
414 253 532640362
190 487 244666313
349 479 396259612
247 338 131040638
311 29 856373880
39 284 783976161
80 390 186885991
90 380 99642906
281 300 562448950
148 50 675592684
139 382 171817991
169 432 101041334
36 52 153836497
293 248 635877774
364 371 496809793
78 27 913006438
321 20 322153135
208 422 15410050
456 341 490121188
51 115 851725061
359 304 857473365
392 266 232622417
297 107 810955057
466 193 440065007
322 165 110353925
224 499 870550711
198 190 80085976
469 382 575686097
441 426 514368361
211 124 22170224
4 343 70149369
368 455 668799833
236 115 936380216
364 410 116345273
471 466 851519759
47 83 754008464
224 65 72842083
496 226 124017548
267 461 660220916
316 498 193771856
104 440 917533957
218 449 85336120
8 442 660235710
498 360 285711771
103 144 905976087
313 166 721543756
475 372 973266655
480 271 976227051
137 360 2832534
33 134 345092822
383 298 200224910
494 14 632589055
189 487 389206330
321 246 698049580
448 264 291309301
358 284 371846228
193 61 471288999
101 174 330217737
27 230 144771238
496 279 626262500
359 468 75779485
247 82 280473821
176 261 976964690
354 21 181466789
64 315 448293506
498 242 660223899
415 19 814155840
33 276 439544915
356 112 736420951
186 349 724043920
116 47 410850148
291 448 380105435
396 286 150955038
284 380 40384536
410 386 392552179
312 131 311897684
105 498 844886087
173 291 266236498
243 309 771090996
418 174 960001562
41 222 487954834
116 477 599033440
39 107 649971155
300 368 567404203
439 186 929199024
331 369 189563707
134 243 500927437
182 389 787997237
350 47 352944745
448 486 379052810
173 365 594953848
185 483 977780590
262 190 684899821
249 131 961017534
263 208 255589945
168 185 508705483
139 422 866287012
103 320 250803314
361 75 636553555
187 446 416671850
499 166 74980120
392 257 660219600
310 188 43574551
184 444 440065007
364 373 959541775
404 63 458296830
341 53 625568084
228 125 566372978
137 302 876136443
433 252 538956111
443 200 448677618
333 72 206904146
180 159 64775655
246 65 52056029
466 286 512514948
312 291 708650924
422 74 64960808
457 194 199705133
453 138 502414529
181 336 888712129
83 114 714267344
21 280 129897609
259 77 655757942
464 221 871343517
219 154 368591319
285 302 647770090
268 85 720687450
95 3 771239072
294 106 87644197
343 325 331532419
453 35 618672048
191 389 591644101
287 206 116984377
314 443 362265380
482 177 47823492
493 138 397747927
45 459 457375647
289 25 2590884
390 406 436814840
11 182 734332825
44 124 935959821
325 220 508634071
435 118 407377803
423 366 530446119
150 290 312396777
412 415 142590993
106 222 837337402
243 438 321443192
490 61 128740167
364 59 132920730
234 204 970222068
301 420 263778826
76 196 794893313
307 130 626690938
387 289 767867503
232 303 892252116
422 237 44912052
112 210 867335015
145 226 153627112
319 42 418046672
171 418 107939581
415 306 227251423
493 242 761128390
39 166 762567416
163 367 348755665
32 191 660231378
292 140 1552810
38 478 841585360
380 41 854351835
181 421 717849623
366 379 808481840
266 340 777455941
298 87 379861452
462 120 92925786
447 311 256900953
414 225 584391439
174 84 691413358
289 244 458729053
59 26 660222275
211 386 70909998
315 416 445087212
201 10 99575464
326 153 777726143
399 478 220037738
258 223 43999401
437 417 610470334
66 264 937733316
78 58 6832397
436 66 507762371
470 38 103852184
105 114 864126715
381 52 158847807
27 31 487319010
121 265 564978036
434 140 93333832
53 371 356765538
289 238 459566892
91 169 22124605
397 241 766046362
23 496 715218221
467 442 252128364
31 453 685296185
343 359 207665308
49 170 670452959
357 463 321162079
35 168 822629237
283 92 425223623
439 468 560196825
433 377 64118873
385 74 91642255
112 397 154131680
163 172 865469745
395 366 396259612
250 217 550398008
378 441 196555954
357 426 520032664
492 148 587692712
356 373 426980078
489 495 981692589
272 23 862427698
69 88 814092248
18 169 266317090
140 250 533480260
140 412 98838210
249 415 957316272
289 270 63151202
144 351 32114186
275 152 674001058
400 90 584391439
284 459 898678608
149 330 780843887
351 120 203185339
272 408 32370231
158 268 930890041
490 48 165393992
319 291 241659357
329 338 916964879
81 142 20361186
59 490 891205153
358 264 862338058
327 454 123641815
263 250 480692982
395 103 609162102
362 183 714072402
71 2 600518572
404 48 953780679
39 104 114369367
459 346 617761052
259 86 782545786
281 442 660228957
435 313 127860538
178 139 632282384
221 71 141729283
32 234 129229995
79 316 936684957
417 401 621307473
135 113 160421898
233 246 653200573
207 154 353284202
200 449 637832314
13 457 420405175
434 423 867160708
388 493 635763679
311 255 805597868
265 32 344116629
172 58 660220714
337 194 93997025
178 404 660236363
214 222 215631545
476 201 950663865
357 371 118296154
444 395 266425580
481 489 414925809
364 287 586426573
244 191 658780042
26 279 972225790
145 336 364826520
190 313 247274512
12 241 186556255
353 253 851481131
114 177 196059536
256 32 949161079
490 92 147823901
199 412 198546151
186 30 286945809
476 360 429160119
388 303 832188615
79 195 23809066
364 269 294455833
493 191 600475983
16 283 539519398
5 133 335038248
473 310 893666464
347 157 874839752
497 194 981096252
211 143 975924605
249 318 616228894
184 24 987563760
204 282 660234117
261 483 16319429
201 56 631253416
16 332 257533669
152 255 977404988
282 427 534424822
363 58 937583160
500 372 334097474
354 2 576759126
219 246 660216920
500 203 754194441
244 200 796316858
206 67 915509098
266 241 410809459
129 171 386681318
79 391 938672166
36 154 217679839
272 354 204697277
311 99 792864123
450 24 118925886
245 499 468598980
183 288 823733011
459 339 4821289
161 206 906742128
139 61 656413860
114 481 693308308
434 291 253371567
333 382 62507730
126 280 438552473
435 154 428163971
466 473 484788058
110 264 531562272
275 304 105809918
50 22 722376560
34 434 784843916
303 221 771481579
18 375 431430797
196 483 552174926
147 30 844604791
104 285 520367042
426 129 390127788
90 359 565431956
430 461 583717368
122 442 926478679
123 232 235498721
327 314 832188615
200 144 377057060
19 276 528665005
371 478 57194014
287 24 424416101
376 372 222754079
392 101 840041938
46 226 721218526
174 270 415361631
100 263 164118376
215 499 953811602
218 423 822629237
332 428 298569635
229 138 883175902
369 318 670698334
39 399 260503617
258 282 754650321
396 132 330330045
102 83 586026044
464 447 233193783
24 275 199539425
392 107 517475218
270 180 251805436
426 242 154962340
351 163 691838390
296 496 283082538
16 310 364677283
451 396 546504944
432 112 49872343
74 277 644803067
303 199 656386801
146 196 836847303
106 183 920004681
348 488 40145628
407 234 783464564
380 463 661948856
43 80 88818547
445 198 718457624
449 400 880735293
429 489 850240432
390 216 129113768
448 157 572211464
71 127 523847499
174 131 663442349
154 217 724360021
334 130 656599352
229 96 887886930
445 244 637301315
8 229 191403983
381 402 559844938
11 241 481016593
92 85 85405396
361 498 948162382
249 435 884391071
251 256 282222260
408 16 154759590
427 71 257894265
7 11 329482311
358 344 71503739
408 326 479725199
96 129 129141120
343 24 961065537
177 469 19932939
74 122 754050963
446 135 331396819
183 265 494821648
193 136 36792427
323 47 392252906
369 112 160201009
175 211 898865226
165 468 691507466
59 152 143047200
160 257 961672019
443 16 188213926
36 139 35741219
497 466 715351837
4 424 905193315
145 29 458448978
323 43 266118713
279 450 62654384
367 221 2590884
405 500 629987739
305 294 408168332
71 55 143488292
122 263 235024228
470 220 31518368
244 61 576644088
399 394 214494758
54 179 22170224
451 410 631496000
431 418 865751962
235 366 908434957
153 285 158336778
92 385 81981034
193 162 555915482
274 169 234160394
147 252 357155992
11 73 402512772
280 479 986673311
438 224 17746151
48 447 611918133
12 96 652449443
436 229 127988077
170 273 962828436
193 221 431634341
329 83 483969569
292 139 402354485
25 102 684252445
202 194 224034493
256 430 82498096
121 285 963849231
37 5 514435960
181 365 348568610
492 307 78829560
122 211 949911764
228 242 902471829
167 492 649815225
412 442 551949695
32 204 982823727
282 90 430636127
409 234 870644933
251 234 693348167
323 21 99361398
75 220 520328368
1 235 547520519
448 282 302369043
357 28 512392196
239 298 384539565
498 170 749730805
422 110 697817730
214 209 910707772
325 155 501043952
89 146 264668567
58 96 617499370
10 4 73278916
150 307 427860415
47 367 491993317
470 408 236520061
257 168 772236402
349 267 596904415
30 117 661418722
279 347 902042530
248 238 649099830
69 113 463663045
224 427 912400263
258 53 872465044
441 373 507325903
40 21 229853790
488 17 73218076
492 131 806516136
423 359 438233807
113 219 660212387
52 384 240352618
183 335 273559750
289 8 256412946
426 2 455992242
360 407 275634387
442 273 580344519
34 222 341363203
398 460 628070205
204 279 486327972
425 444 449348143
173 135 591289719
111 431 894025545
124 154 476126061
460 385 998705324
249 422 140157324
478 418 30660099
53 128 432925435
282 230 934792625
108 293 635428142
76 157 96587438
450 390 554503229
256 120 343199494
242 1 84288800
68 329 85806422
43 157 243052133
173 407 787581045
8 223 630801751
46 442 447897883
288 348 771893288
132 493 575621500
63 61 153505623
417 409 928306620
346 273 596858416
164 136 957877880
90 69 612024417
183 381 660224670
438 285 669577168
390 337 415730853
389 232 588250132
49 209 522469746
456 159 598210729
493 23 529575898
140 328 396636639
324 117 660235329
205 421 694453350
438 317 260044991
7 293 980126035
413 318 686790577
380 474 962328790
95 71 510358642
432 143 397595749
129 146 719320770
495 259 531636838
230 485 6018622
56 366 48022925
300 225 183983708
498 321 121894572
219 428 285682147
482 325 120029901
167 222 974536865
227 11 452228161
470 50 343246358
345 477 591977012
21 284 531703335
41 107 471667789
26 23 345156588
90 347 404871082
428 434 968800683
125 24 124396678
30 111 8965403
247 409 962907464
39 404 813499868
339 29 395308096
189 57 782661556
152 135 363665713
335 325 961597537
450 33 382422769
293 34 683037616
81 484 990588624
189 469 893536887
418 403 465018854
231 439 2781845
232 497 649021569
237 208 771397638
477 408 874088119
78 20 667419752
263 194 676415593
197 106 757712584
206 188 987904007
430 426 882643140
113 400 237914732
7 479 162310438
337 378 169781032
51 136 80857459
215 105 25630316
127 72 108345336
230 468 66084335
135 17 950663865
397 223 137984679
490 27 518618176
163 184 908670093
411 356 821533585
222 326 306127669
24 424 317083571
261 116 842909473
362 192 867335015
412 362 586148083
283 307 321625692
40 449 701047349
350 423 138836606
357 51 682570696
405 251 736192872
460 320 494282433
441 203 568982842
333 493 944906861
260 369 660233677
86 94 660225823
138 227 551949695
267 432 313628502
38 193 211322186
332 91 664232051
36 51 631627696
204 49 982823727
167 299 931784982
112 261 9262162
66 495 541286474
154 203 373482489
431 355 332772648
85 271 948112946
176 74 804296247
433 169 316544741
205 88 650926876
160 55 479225485
185 52 444398440
491 292 317274933
158 341 15368462
375 178 776867748
246 181 855239274
85 42 774188966
268 446 177077330
103 408 84524801
356 162 594882977
378 278 632016633
241 278 861079415
87 204 795111135
103 202 743997761
282 320 660223711
488 167 742330890
188 482 926119010
111 236 62196541
64 339 329084061
256 108 600333740
288 376 913083983
157 14 918200437
60 403 391383916
11 365 319009507
486 244 847636379
215 314 467921055
131 350 842341324
91 436 412326120
406 77 712127287
236 10 819592332
212 246 352518946
2 69 869170149
97 233 325452292
107 457 58723655
28 275 633725835
94 37 744983115
345 183 85000469
132 262 747027345
86 224 446990944
283 173 632905091
190 303 966413952
288 432 862427698
257 370 734680014
296 374 836604346
371 26 171174749
247 16 246590589
256 155 740634747
366 134 309258882
195 21 474981159
169 52 475605559
148 347 708607754
279 397 563715209
365 7 635336965
196 443 634078635
114 97 215460305
334 65 256161795
463 1 119132
369 144 26212701
101 219 107217746
303 490 486783108
356 36 454401344
404 94 40235274
191 167 31455002
49 30 101833386
121 2 194437378
254 174 955163750
466 251 314735126
80 1 510602850
159 386 566027576
419 298 567859955
498 220 894909077
248 281 58175108
151 496 660218761
40 325 415003816
192 2 660218135
393 145 39753854
108 445 191131080
23 168 378987203
372 284 685153348
126 163 887758299
291 82 835193688
122 436 46644350
295 425 131454132
133 485 874088119
471 370 672725937
240 173 765404845
447 430 784422969
351 388 593329813
413 348 266615555
190 390 584296608
327 437 725056685
182 22 980422668
224 227 245616524
43 435 224253139
241 453 337036410
44 187 854351835
298 213 120191192
483 419 927883224
142 21 471255394
188 165 511118689
14 500 334493565
369 57 204888398
286 47 20600390
471 149 820498001
32 237 725135175
223 103 490071079
241 6 711874825
295 80 650570637
259 369 163170476
485 132 10824564
427 39 57081251
488 163 272662408
268 64 405247493
174 302 794648849
475 306 589268135
328 374 912603668
245 435 248193494
355 241 155526174
221 247 569053382
284 266 545304580
417 264 35184832
115 465 246130175
48 34 763052191
375 68 395455577
297 484 501981339
296 332 642218142
312 357 122311000
13 404 217040270
241 305 184299162
254 278 726153257
46 19 671123871
214 118 298004254
375 22 90378033
162 330 319152046
275 173 635428142
26 292 768199795
89 73 991887388
93 63 270765151
122 43 693752643
432 387 950503194
377 434 462156472
164 336 486191629
354 303 96338598
222 390 134511184
236 414 30442946
286 440 605664655
274 333 330899051
209 320 600245782
72 39 793227012
51 1 892360652
291 145 511615517
215 293 983056226
424 266 183184900
248 276 660215615
262 175 709066475
161 399 608429986
348 55 744464656
465 268 157002448
320 12 509198807
382 491 593398428
432 351 770617640
44 104 349397424
38 314 388209366
33 274 577002951
104 50 478006848
194 395 687104377
329 293 942677506
144 268 510287373
388 147 377703181
132 494 184299162
427 414 621381985
132 216 574839269
472 179 274632032
346 154 309813754
171 24 788122306
310 330 946020978
56 212 409963851
426 449 915046992
471 70 200474375
144 263 620841824
40 358 115437700
272 185 848308510
14 457 981122136
98 160 660214933
494 341 244390796
358 191 619698427
301 93 893771212
449 483 707864807
392 177 861826738
181 265 841134161
149 256 727818125
420 46 484576187
377 29 524924546
77 178 885620024
133 260 636764690
8 217 660213601
27 159 326407373
346 439 660533876
238 99 690415604
178 351 409930602
191 424 434562503
208 338 628247155
2 186 49571835
494 285 325288056
349 134 358558004
97 206 688678890
62 283 861826738
154 293 506025417
44 36 885693568
98 305 844859387
106 71 829887949
449 211 907312143
272 201 720146993
333 13 646948647
9 419 766430577
456 301 592466757
225 328 891032774
314 233 946851665
407 335 81242893
121 269 422380619
61 495 545165939
82 357 945436572
203 219 798416569
123 208 619661163
113 100 624352235
271 246 891964899
485 465 530409657
265 461 337515594
298 382 256067920
320 41 138384449
241 195 631740973
57 276 485040751
41 454 599633432
369 323 946582491
324 143 439647819
230 269 678674756
301 114 537917241
402 186 502939331
188 152 742971730
227 441 893599273
204 141 477899874
41 76 183001744
453 43 625568084
344 180 918106794
253 30 336146906
416 414 294883271
236 144 347738982
79 496 877199048
358 271 576516738
124 397 796587627
23 142 653971028
184 378 229966749
231 384 888011573
168 216 545884643
438 295 506053285
63 282 45537856
319 359 697306457
457 4 166728737
1 172 840349524
466 19 83733408
118 154 725899310
383 268 860603882
380 51 22818582
207 143 392858000
484 368 732578123
51 309 580250943
495 63 969059917
429 311 931483422
486 246 41742938
430 77 679932677
252 397 157046707
297 396 695295195
332 75 902927003
79 229 997545643
315 342 187658412
432 24 344606407
215 121 14174730
331 245 674498349
46 29 429383905
71 484 890251048
261 172 660222097
396 317 276738384
459 9 497596694
230 95 415072470
374 451 24100449
212 57 177654922
362 39 447763219
326 28 205683776
180 422 462635683
237 43 826891657
398 144 730744630
376 343 196804300
60 10 260340050
150 500 658480557
173 29 766710229
384 497 566649367
456 139 626328382
394 282 75779485
181 35 329417138
200 344 481565438
173 41 411855833
242 151 263001449
181 340 366857967
491 23 617838696
428 58 660219801
270 264 552924755
50 64 933360041
136 143 215495263
3 420 72603784
343 415 333134605
462 376 210009804
271 421 259964207
82 211 591644101
250 234 613065667
196 283 250328841
20 245 689369268
290 40 289937415
432 206 883842937
454 417 114475637
219 215 675466069
222 172 664196790
168 398 920384675
259 357 477352896
299 338 843949821
163 70 76153850
472 223 434831186
356 255 503920720
499 422 251338162
280 169 900131943
370 141 409177885
349 384 846623118
439 462 306224505
336 361 864329371
1 303 161640830
448 351 910951825
413 162 433402190
70 164 680716424
395 214 331829035
251 311 314735126
243 351 660217754
324 447 674449547
346 122 508483164
190 451 639161685
409 33 186242864
391 298 452821380
427 382 806720158
279 171 807517313
97 152 361069206
27 180 893422689
147 94 911439762
344 82 249335175
128 243 592636387
244 216 333505961
422 476 278007461
351 279 84524801
47 107 971648839
499 198 232018354
168 15 329906097
65 213 90823409
200 245 239317832
9 153 830343148
109 491 237804968
18 109 631174660
99 342 70449088
89 484 201353379
286 184 375485999
428 160 169142442
352 7 502304355
467 217 526223280
336 117 660217488
180 49 248220934
300 192 315231937
207 33 835921111
198 474 723339238
118 17 977945966
352 497 734973994
281 325 799161201
138 9 930836516
127 310 715655449
51 105 313466998
234 400 526147893
398 56 242158401
34 24 873655800
91 147 4366720
416 421 156966863
428 89 660227458
257 393 825011638
171 475 470746811
376 246 318793657
20 298 924792171
372 134 506610335
58 352 919613528
489 163 584736803
58 46 163128116
25 179 339860623
379 167 500689812
358 369 498872870
148 31 211469421
78 313 247478626
131 10 153666690
447 127 507813125
440 49 179172732
123 97 518618176
433 360 463057816
339 386 958357385
403 124 464495807
420 434 501212935
179 139 337808176
128 190 314093240
493 166 341807628
177 423 387846088
252 299 163689149
103 452 337859375
483 117 82060925
376 336 320454344
215 158 15072893
220 435 53068396
482 47 434260502
488 463 247804457
397 475 908936544
106 72 615348349
104 13 326076428
346 27 660216975
177 443 806461848
290 412 523911886
408 15 928120769
366 22 236551800
94 159 721705592
45 299 742802652
151 143 467624179
191 89 248011554
72 358 454272784
163 391 27621844
291 225 313308343
333 216 892918018
226 94 37072180
308 32 383648354
304 406 824243293
152 103 580993363
179 312 34957075
12 245 531589537
293 342 242377149
97 490 855267369
181 214 529937911
30 397 466403322
207 432 568178371
355 213 77347338
319 276 262053544
62 468 810753854
171 14 782074077
360 241 830224426
334 86 93947153
294 236 660215982
57 349 763423839
116 492 295058959
50 331 283752988
115 213 139917214
163 36 246807622
380 492 457257659
23 478 668922718
112 161 534747478
61 196 917699615
141 241 25817153
103 357 346917524
279 14 240091415
317 120 528849048
304 244 30027280
63 307 660224435
384 322 19932939
447 312 959120764
183 470 55334461
339 467 908342826
203 41 284516007
13 199 286897901
222 409 630025180
152 386 193087237
356 28 788122306
383 65 883615443
197 300 667551551
127 89 270765151
286 318 344454512
239 125 490388078
299 429 733606532
375 127 660215918
208 347 374240141
91 15 783511133
360 398 493876255
281 208 56639239
195 202 413027265
442 67 845349820
281 48 10797484
217 422 843127419
234 221 452738189
421 251 401407470
160 387 521793507
358 163 1657382
486 381 461851055
78 204 184219569
237 289 773372872
34 445 245289507
249 190 592232266
271 113 12420531
356 118 596800336
70 434 161446655
49 147 907561064
440 72 625818535
350 50 928120769
445 383 422754069
277 466 132424705
495 181 755696642
395 356 697775234
376 23 995242203
443 410 489570365
